ticker,date,net_gamma
CVX,2026-01-30,499922.6988
CVX,2026-02-02,471861.7812000001
CVX,2026-02-03,518389.33850000007
CVX,2026-02-04,497878.003
CVX,2026-02-05,513270.9885
CVX,2026-02-06,537189.529
CVX,2026-02-09,462086.1425
CVX,2026-02-10,452607.0883
CVX,2026-02-11,407425.07999999996
CVX,2026-02-12,444100.3434
CVX,2026-02-13,519392.0672
CVX,2026-02-17,310877.13139999995
CVX,2026-02-18,365911.0773
CVX,2026-02-19,423303.0903
CVX,2026-02-20,379546.8107
CVX,2026-02-23,350497.7498
CVX,2026-02-24,326743.735
CVX,2026-02-25,343211.64449999994
CVX,2026-02-26,302056.7852
CVX,2026-02-27,424760.84289999993
CVX,2026-03-02,335648.35240000003
CVX,2026-03-03,368014.22770000005
CVX,2026-03-04,339378.98120000004
CVX,2026-03-05,401639.09900000005
CVX,2026-03-06,463985.80509999994
CVX,2026-03-09,297765.083
CVX,2026-03-10,299370.8922
CVX,2026-03-11,334764.30410000007
CVX,2026-03-12,413673.9978
CVX,2026-03-13,352093.7755
CVX,2026-03-16,295751.8486
CVX,2026-03-17,343134.01670000004
CVX,2026-03-18,349229.0823
CVX,2026-03-19,386252.97359999997
CVX,2026-03-20,366638.4038
CVX,2026-03-23,184175.01799999998
CVX,2026-03-24,238956.1646
CVX,2026-03-25,224254.91879999998
CVX,2026-03-26,257347.18550000002
CVX,2026-03-27,288525.8712
CVX,2026-03-30,190403.75449999998
CVX,2026-03-31,184834.19369999997
CVX,2026-04-01,122755.43
CVX,2026-04-02,218809.1172
CVX,2026-04-06,157065.35700000002
CVX,2026-04-07,211875.0565
CVX,2026-04-08,56269.216200000024
CVX,2026-04-09,175278.63529999997
CVX,2026-04-10,91453.10619999998
CVX,2026-04-13,124613.3003
CVX,2026-04-14,84257.1678
CVX,2026-04-15,79026.56060000003
CVX,2026-04-16,127374.26280000003
CVX,2026-04-17,11288.894899999956
CVX,2026-04-20,132997.046
CVX,2026-04-21,127957.6661
CVX,2026-04-22,190503.78220000002
CVX,2026-04-23,212305.0172
CVX,2026-04-24,222812.91359999997
CVX,2026-04-27,148422.66449999998
CVX,2026-04-28,170371.1951
CVX,2026-04-29,182796.0135
CVX,2026-04-30,187660.6511
CVX,2026-05-01,257857.41270000002
CVX,2026-05-04,147875.581
CVX,2026-05-05,210056.6987
CVX,2026-05-06,137957.8174
CVX,2026-05-07,64536.16769999999
CVX,2026-05-08,65052.537899999996
CVX,2026-05-11,141358.4377
CVX,2026-05-12,169460.2743
CVX,2026-05-13,173736.59279999998
CVX,2026-05-14,214124.7779
CVX,2026-05-15,285937.0444
CVX,2026-05-18,197229.2837
CVX,2026-05-19,181234.84350000002
CVX,2026-05-20,206795.44199999998
CVX,2026-05-21,165738.2865
CVX,2026-05-22,88105.5912
CVX,2026-05-26,89666.91569999998
CVX,2026-05-27,6286.3535000000265
CVX,2026-05-28,37308.24729999999
CVX,2026-05-29,5835.160199999984
CVX,2026-06-01,95826.83369999999
CVX,2026-06-02,106834.038
CVX,2026-06-03,125954.60749999998
CVX,2026-06-04,156089.18059999996
CVX,2026-06-05,132679.9423
CVX,2026-06-08,158346.9953
CVX,2026-06-09,116582.18379999997
CVX,2026-06-10,149872.4634
CVX,2026-06-11,185280.1357
CVX,2026-06-12,42061.05619999999
CVX,2026-06-15,-32443.359400000016
CVX,2026-06-16,-32750.050800000026
CVX,2026-06-17,-29639.09870000003
CVX,2026-06-18,-41748.09330000001
CVX,2026-06-22,42927.820800000016
CVX,2026-06-23,76632.15239999999
CVX,2026-06-24,37748.081000000006
CVX,2026-06-25,16131.835200000001
CVX,2026-06-26,43728.932499999995
CVX,2026-06-29,40272.96749999997
CVX,2026-06-30,37930.03719999999
CVX,2026-07-01,28956.528100000025
CVX,2026-07-02,77039.84220000001
CVX,2026-07-06,52493.98329999999
CVX,2026-07-07,106753.88709999999
CVX,2026-07-08,190646.51700000002
CVX,2026-07-09,144368.1665
CVX,2026-07-10,240088.9487
CVX,2026-07-13,217801.50380000003
CVX,2026-07-14,237493.3916
CVX,2026-07-15,242028.13100000002
CVX,2026-07-16,286970.724
CVX,2026-07-17,344424.4789
KO,2023-07-19,536501.9826
KO,2023-07-20,1831865.6013
KO,2023-07-21,2863605.7226
KO,2023-07-24,1486102.6691
KO,2023-07-25,1498326.5169
KO,2023-07-26,1366104.9147
KO,2023-07-27,2097649.0022
KO,2023-07-28,1998083.9504999998
KO,2023-07-31,1608446.972
KO,2023-08-01,1284569.0373
KO,2023-08-02,1332923.1969000003
KO,2023-08-03,1357780.5941
KO,2023-08-04,1309568.8251
KO,2023-08-07,1253704.6
KO,2023-08-08,712675.1345000002
KO,2023-08-09,693626.8260000001
KO,2023-08-10,823238.3496999999
KO,2023-08-11,393467.56389999995
KO,2023-08-14,672120.9072999998
KO,2023-08-15,131603.8569
KO,2023-08-16,14805.566099999938
KO,2023-08-17,-120184.05019999994
KO,2023-08-18,12308.045500000007
KO,2023-08-21,440183.16139999987
KO,2023-08-22,297495.49430000014
KO,2023-08-23,160648.45389999985
KO,2023-08-24,119353.51130000013
KO,2023-08-25,277678.18960000016
KO,2023-08-28,386211.3885000001
KO,2023-08-29,451137.6982999998
KO,2023-08-30,517257.43940000003
KO,2023-08-31,486408.11569999997
KO,2023-09-01,221060.6904999998
KO,2023-09-05,278170.7101
KO,2023-09-06,5858.166000000201
KO,2023-09-07,203526.84559999988
KO,2023-09-08,-84720.68429999985
KO,2023-09-11,-202037.26260000002
KO,2023-09-12,297799.8297999997
KO,2023-09-13,-100834.5038999999
KO,2023-09-14,-266767.03989999974
KO,2023-09-15,-71791.74649999989
KO,2023-09-18,-341372.2110000001
KO,2023-09-19,-205725.1166999999
KO,2023-09-20,-75314.61700000009
KO,2023-09-21,-100449.33320000023
KO,2023-09-22,-401209.4060999998
KO,2023-09-25,-448899.5508999999
KO,2023-09-26,-622539.31
KO,2023-09-27,-727945.1229000001
KO,2023-09-28,-740213.4938000003
KO,2023-09-29,-707449.8817
KO,2023-10-02,-819361.4436000001
KO,2023-10-03,-877991.1301
KO,2023-10-04,-788837.6206
KO,2023-10-05,-992516.9519
KO,2023-10-06,-1076528.6005
KO,2023-10-09,-737454.2967999999
KO,2023-10-10,-432803.93960000016
KO,2023-10-11,-319803.6403999999
KO,2023-10-12,-454732.62699999986
KO,2023-10-13,-561842.8975
KO,2023-10-16,-553160.0788
KO,2023-10-17,-514277.0526999999
KO,2023-10-18,-228934.20260000043
KO,2023-10-19,-131418.51829999965
KO,2023-10-20,-46594.25979999965
KO,2023-10-23,-93068.08739999984
KO,2023-10-24,643132.5943999998
KO,2023-10-25,625808.7280000001
KO,2023-10-26,899371.0166000002
KO,2023-10-27,873369.0606999998
KO,2023-10-30,256548.8654
KO,2023-10-31,526817.8738000002
KO,2023-11-01,547585.2339999997
KO,2023-11-02,612923.1562999999
KO,2023-11-03,1271066.9891
KO,2023-11-06,643402.9939000001
KO,2023-11-07,603359.8287999998
KO,2023-11-08,1115174.0927999998
KO,2023-11-09,183081.2648
KO,2023-11-10,564858.3271999997
KO,2023-11-13,68924.42379999999
KO,2023-11-14,428757.9657999999
KO,2023-11-15,1449114.5332999998
KO,2023-11-16,1293154.074
KO,2023-11-17,1111839.5227
KO,2023-11-20,592613.7397999999
KO,2023-11-21,866014.0743
KO,2023-11-22,1645116.2138999999
KO,2023-11-24,1798514.6230000001
KO,2023-11-27,1456789.6457
KO,2023-11-28,1349801.2321999997
KO,2023-11-29,1568815.9872
KO,2023-11-30,434850.46329999994
KO,2023-12-01,486261.89859999996
KO,2023-12-04,755679.5152999999
KO,2023-12-05,766549.3917
KO,2023-12-06,846020.8493000001
KO,2023-12-07,777832.9913999999
KO,2023-12-08,981683.0197000001
KO,2023-12-11,782352.8329
KO,2023-12-12,1177774.4118999997
KO,2023-12-13,1477208.6581000001
KO,2023-12-14,2068383.4366000001
KO,2023-12-15,2088953.1720000003
KO,2023-12-18,877711.2824000001
KO,2023-12-19,1005734.5725999998
KO,2023-12-20,878610.3447
KO,2023-12-21,517430.7318999998
KO,2023-12-22,689976.28
KO,2023-12-26,804311.9253999998
KO,2023-12-27,936016.7239999999
KO,2023-12-28,1084952.1323000002
KO,2023-12-29,1265569.5955000003
KO,2024-01-02,969171.8983999998
KO,2024-01-03,1596928.051
KO,2024-01-04,1843386.0286
KO,2024-01-05,1834904.2044000002
KO,2024-01-08,1148609.5432
KO,2024-01-09,1181386.3277999999
KO,2024-01-10,1263481.9613
KO,2024-01-11,1512708.2638
KO,2024-01-12,1443991.0502999998
KO,2024-01-16,1446458.1453
KO,2024-01-17,1344357.1963999998
KO,2024-01-18,1312497.8103999998
KO,2024-01-19,1218843.4506
KO,2024-01-22,1081097.6385000001
KO,2024-01-23,990747.1682
KO,2024-01-24,1159740.2554000001
KO,2024-01-25,666499.0800000001
KO,2024-01-26,976661.0957
KO,2024-01-29,845045.9580000001
KO,2024-01-30,1013682.8381000003
KO,2024-01-31,1315610.9361
KO,2024-02-01,1001960.7420000001
KO,2024-02-02,1693057.7315
KO,2024-02-05,1314416.2251
KO,2024-02-06,1179383.1502999999
KO,2024-02-07,1158220.4043000003
KO,2024-02-08,1122903.9686
KO,2024-02-09,811130.0943999998
KO,2024-02-12,972998.2192000002
KO,2024-02-13,1382467.0676
KO,2024-02-14,1689685.2252000002
KO,2024-02-15,1191963.6681000001
KO,2024-02-16,1311752.3479
KO,2024-02-20,730714.1989
KO,2024-02-21,1449032.3381
KO,2024-02-22,1501018.2096
KO,2024-02-23,2014753.6108000001
KO,2024-02-26,1586899.7735
KO,2024-02-27,1138823.1411000001
KO,2024-02-28,834751.2831000001
KO,2024-02-29,888087.1597999998
KO,2024-03-01,670804.9802000001
KO,2024-03-04,567166.8443
KO,2024-03-05,1063753.6068000002
KO,2024-03-06,776656.5136000002
KO,2024-03-07,917773.3914000001
KO,2024-03-08,652277.6415000001
KO,2024-03-11,901302.3241000001
KO,2024-03-12,1474596.2680000002
KO,2024-03-13,1619998.9400999998
KO,2024-03-14,1279607.5924999998
KO,2024-03-15,490685.3334000001
KO,2024-03-18,420867.395
KO,2024-03-19,689064.3228000002
KO,2024-03-20,765121.7169000001
KO,2024-03-21,1125261.3760000002
KO,2024-03-22,1093029.4520999999
KO,2024-03-25,841856.0561000002
KO,2024-03-26,756159.4180000001
KO,2024-03-27,883471.4355000001
KO,2024-03-28,1170938.0618000003
KO,2024-04-01,1305851.3891999999
KO,2024-04-02,1005313.3691999998
KO,2024-04-03,715858.8660999998
KO,2024-04-04,647074.5047000002
KO,2024-04-05,370316.54180000024
KO,2024-04-08,447756.83479999984
KO,2024-04-09,395692.9663
KO,2024-04-10,660568.2986000001
KO,2024-04-11,398436.6320000002
KO,2024-04-12,367318.8777999999
KO,2024-04-15,297606.17130000005
KO,2024-04-16,296128.3617
KO,2024-04-17,296870.9042
KO,2024-04-18,589689.7782000001
KO,2024-04-19,750642.5371000001
KO,2024-04-22,958890.3587999998
KO,2024-04-23,1191165.3882
KO,2024-04-24,1118397.5649
KO,2024-04-25,1666177.412
KO,2024-04-26,1354400.2277000002
KO,2024-04-29,1468370.1496
KO,2024-04-30,1616862.5361000001
KO,2024-05-01,1727345.4858
KO,2024-05-02,1925957.758
KO,2024-05-03,1947561.86
KO,2024-05-06,1934837.6326999997
KO,2024-05-07,2027308.7904
KO,2024-05-08,2130046.5962
KO,2024-05-09,2371651.9368000003
KO,2024-05-10,2673272.6247
KO,2024-05-13,2608896.9390000002
KO,2024-05-14,2589532.5464000003
KO,2024-05-15,2394547.3592
KO,2024-05-16,2106027.8883999996
KO,2024-05-17,2140054.5815000003
KO,2024-05-20,999752.4163999998
KO,2024-05-21,703170.5118
KO,2024-05-22,449131.44680000003
KO,2024-05-23,265910.4147999999
KO,2024-05-24,252435.86110000033
KO,2024-05-28,970295.3854999999
KO,2024-05-29,892260.3341000001
KO,2024-05-30,960754.4409000003
KO,2024-05-31,1015455.3551
KO,2024-06-03,1431690.2955999998
KO,2024-06-04,1609075.0062
KO,2024-06-05,1933718.8332000002
KO,2024-06-06,2008027.6239999998
KO,2024-06-07,2096849.5096
KO,2024-06-10,2061137.8164
KO,2024-06-11,2045592.2661999997
KO,2024-06-12,2138052.5291999998
KO,2024-06-13,2502509.8055999996
KO,2024-06-14,1410300.0771
KO,2024-06-17,643686.3386999997
KO,2024-06-18,743227.3702
KO,2024-06-20,800473.754
KO,2024-06-21,647379.1292999997
KO,2024-06-24,800955.8062999999
KO,2024-06-25,1124820.1856
KO,2024-06-26,1066756.1499
KO,2024-06-27,1217318.0751999998
KO,2024-06-28,1304545.2905000001
KO,2024-07-01,1194671.3068000001
KO,2024-07-02,972609.2055999999
KO,2024-07-03,932008.8447
KO,2024-07-05,1030963.7387999999
KO,2024-07-08,1157126.7847
KO,2024-07-09,958363.1457
KO,2024-07-10,860223.8884
KO,2024-07-11,820096.5275999999
KO,2024-07-12,1077213.7354000001
KO,2024-07-15,1215636.0613000002
KO,2024-07-16,1118408.6800999998
KO,2024-07-17,1555940.7483
KO,2024-07-18,1649791.0375
KO,2024-07-19,1764226.8016
KO,2024-07-22,1119382.4144000001
KO,2024-07-23,1218606.7037
KO,2024-07-24,1250477.8206999998
KO,2024-07-25,1410174.8438000001
KO,2024-07-26,1451355.8931999998
KO,2024-07-29,1295560.8719000001
KO,2024-07-30,1350442.9715
KO,2024-07-31,1396975.3394
KO,2024-08-01,1340478.485
KO,2024-08-02,1506924.3229999999
KO,2024-08-05,1076069.7381
KO,2024-08-06,818999.2978000001
KO,2024-08-07,841606.0562000002
KO,2024-08-08,923261.3059000003
KO,2024-08-09,1056687.2377999998
KO,2024-08-12,1097338.5751999998
KO,2024-08-13,1106786.4323
KO,2024-08-14,1144491.97
KO,2024-08-15,1103292.4877000002
KO,2024-08-16,1103814.2218
KO,2024-08-19,1240136.055
KO,2024-08-20,1406481.9989
KO,2024-08-21,1421956.4925000002
KO,2024-08-22,1393046.2687
KO,2024-08-23,1394089.2954
KO,2024-08-26,1297170.9087
KO,2024-08-27,1211853.2633
KO,2024-08-28,1265060.3643
KO,2024-08-29,1206609.4766000002
KO,2024-08-30,1494078.2999999998
KO,2024-09-03,1145130.325
KO,2024-09-04,1117658.5461000002
KO,2024-09-05,1223926.5233
KO,2024-09-06,1044892.6456999998
KO,2024-09-09,1096022.6280999999
KO,2024-09-10,1158269.6364000002
KO,2024-09-11,1166785.4658999997
KO,2024-09-12,1307108.6138
KO,2024-09-13,589503.6343
KO,2024-09-16,919675.7424999999
KO,2024-09-17,950818.8259999999
KO,2024-09-18,827980.6381000001
KO,2024-09-19,899222.6590999998
KO,2024-09-20,747797.2957000001
KO,2024-09-23,827609.6573
KO,2024-09-24,775005.095
KO,2024-09-25,1043512.7337999999
KO,2024-09-26,836881.8703000001
KO,2024-09-27,908164.1397
KO,2024-09-30,907272.9844000001
KO,2024-10-01,950065.7716000001
KO,2024-10-02,834048.7920999998
KO,2024-10-03,801544.7531
KO,2024-10-04,671634.7616999999
KO,2024-10-07,729067.3821999999
KO,2024-10-08,620971.351
KO,2024-10-09,681526.7821000002
KO,2024-10-10,923857.0703000003
KO,2024-10-11,909969.5900000003
KO,2024-10-14,844347.8322999999
KO,2024-10-15,1156336.7076
KO,2024-10-16,907183.0449999999
KO,2024-10-17,1105329.4766000002
KO,2024-10-18,1028207.4873000002
KO,2024-10-21,814590.7786999999
KO,2024-10-22,817086.8826000001
KO,2024-10-23,454010.67590000015
KO,2024-10-24,608561.6318000001
KO,2024-10-25,542681.3058
KO,2024-10-28,500915.6143
KO,2024-10-29,442856.8822000001
KO,2024-10-30,333568.43610000005
KO,2024-10-31,522893.9974
KO,2024-11-01,459496.8204000001
KO,2024-11-04,401670.2759
KO,2024-11-05,335528.0362000002
KO,2024-11-06,83751.06590000005
KO,2024-11-07,479962.41430000006
KO,2024-11-08,518217.1392999999
KO,2024-11-11,496433.9321999999
KO,2024-11-12,397769.2855
KO,2024-11-13,148946.7448
KO,2024-11-14,423067.89119999995
KO,2024-11-15,189191.36800000002
KO,2024-11-18,307955.1897
KO,2024-11-19,344571.1146
KO,2024-11-20,649401.1449999998
KO,2024-11-21,1033870.1595999999
KO,2024-11-22,1454900.8043
KO,2024-11-25,1515152.0728000002
KO,2024-11-26,1536555.8354
KO,2024-11-27,2279971.4189999998
KO,2024-11-29,1044310.6710999999
KO,2024-12-02,908465.7056
KO,2024-12-03,619670.8359999999
KO,2024-12-04,646838.3165000002
KO,2024-12-05,359342.62770000007
KO,2024-12-06,799461.8062999998
KO,2024-12-09,357082.72360000014
KO,2024-12-10,323305.5366
KO,2024-12-11,673252.4820999999
KO,2024-12-12,1068805.4559999998
KO,2024-12-13,931265.1705
KO,2024-12-16,794766.9318000001
KO,2024-12-17,214989.29850000003
KO,2024-12-18,449331.21219999995
KO,2024-12-19,351791.9626000002
KO,2024-12-20,38277.95429999987
KO,2024-12-23,112321.62419999996
KO,2024-12-24,200583.74300000002
KO,2024-12-26,404375.52359999996
KO,2024-12-27,312035.2753999999
KO,2024-12-30,245828.02009999985
KO,2024-12-31,326759.32960000006
KO,2025-01-02,625890.5873
KO,2025-01-03,153271.94079999998
KO,2025-01-06,153496.72559999977
KO,2025-01-07,169411.1299999999
KO,2025-01-08,106295.22809999995
KO,2025-01-10,-52146.40630000015
KO,2025-01-13,180666.3417
KO,2025-01-14,354484.9088999999
KO,2025-01-15,491287.6290999998
KO,2025-01-16,381639.1551000001
KO,2025-01-17,664875.6428999999
KO,2025-01-21,742437.2594
KO,2025-01-22,544007.3156000001
KO,2025-01-23,544315.0720000002
KO,2025-01-24,756791.0143000002
KO,2025-01-27,1019525.9667000001
KO,2025-01-28,1201484.5732
KO,2025-01-29,701316.5606
KO,2025-01-30,1169608.2185000002
KO,2025-01-31,1392418.788
KO,2025-02-03,1079836.2454
KO,2025-02-04,1262251.8727000002
KO,2025-02-05,992628.6184000003
KO,2025-02-06,1423483.5661
KO,2025-02-07,1186010.8505
KO,2025-02-10,975680.0773
KO,2025-02-11,1791763.002
KO,2025-02-12,2236030.1939000003
KO,2025-02-13,1637404.5608
KO,2025-02-14,2352074.0804
KO,2025-02-18,1732810.8955999997
KO,2025-02-19,2095230.1382000002
KO,2025-02-20,2398914.7197
KO,2025-02-21,2242721.0793000003
KO,2025-02-24,1439262.8834000002
KO,2025-02-25,1494319.8509
KO,2025-02-26,1494268.2623
KO,2025-02-27,1677636.7377000002
KO,2025-02-28,1835203.8658000003
KO,2025-03-03,1259880.0486
KO,2025-03-04,1815615.9189
KO,2025-03-05,1441186.5887000002
KO,2025-03-06,1544942.982
KO,2025-03-07,1421840.0158000002
KO,2025-03-10,1883029.2259
KO,2025-03-11,1604122.8863
KO,2025-03-12,1276005.1905000003
KO,2025-03-13,1461509.1016
KO,2025-03-14,355796.28119999985
KO,2025-03-17,744289.9700000002
KO,2025-03-18,1074807.9795999997
KO,2025-03-19,634067.9826
KO,2025-03-20,796020.2654000001
KO,2025-03-21,761453.6224
KO,2025-03-24,642174.379
KO,2025-03-25,841896.8064000001
KO,2025-03-26,916983.5881000003
KO,2025-03-27,1295327.2548999998
KO,2025-03-28,1598218.6455
KO,2025-03-31,1128419.1534
KO,2025-04-01,1418512.4045000002
KO,2025-04-02,1622498.6033
KO,2025-04-03,1775990.6213000002
KO,2025-04-04,1459093.6574000001
KO,2025-04-07,533834.1033999999
KO,2025-04-08,583803.2235000001
KO,2025-04-09,422889.76159999985
KO,2025-04-10,913702.5580000002
KO,2025-04-11,975841.5396999998
KO,2025-04-14,1020416.9924999999
KO,2025-04-15,1471010.6102
KO,2025-04-16,1358476.9848000002
KO,2025-04-17,1254279.5761
KO,2025-04-21,885439.4734
KO,2025-04-22,914743.8894
KO,2025-04-23,717830.3044999999
KO,2025-04-24,553842.8968
KO,2025-04-25,658283.8510999999
KO,2025-04-28,454334.5733999999
KO,2025-04-29,60503.15780000016
KO,2025-04-30,1124792.8712
KO,2025-05-01,194387.56700000004
KO,2025-05-02,272950.8534000004
KO,2025-05-05,751940.2179
KO,2025-05-06,783841.5771000001
KO,2025-05-07,988696.1603000001
KO,2025-05-08,1255343.2154999997
KO,2025-05-09,568097.8436
KO,2025-05-12,115182.87510000006
KO,2025-05-13,383808.49470000016
KO,2025-05-14,325074.19779999997
KO,2025-05-15,1021546.8171000001
KO,2025-05-16,1673266.8738000002
KO,2025-05-19,1097100.2293
KO,2025-05-20,1197639.5499
KO,2025-05-21,1316012.9749999999
KO,2025-05-22,1066273.2
KO,2025-05-23,1113098.5839999998
KO,2025-05-27,1254929.4457
KO,2025-05-28,1108345.1767000002
KO,2025-05-29,751097.7481
KO,2025-05-30,1379783.5180999998
KO,2025-06-02,920284.3657999998
KO,2025-06-03,1009297.0082
KO,2025-06-04,1105383.1524
KO,2025-06-05,960889.9014000001
KO,2025-06-06,906482.8244999999
KO,2025-06-09,1125999.9445
KO,2025-06-10,1465630.2159000002
KO,2025-06-11,1520085.5863
KO,2025-06-12,1859576.3124999998
KO,2025-06-13,812692.8014
KO,2025-06-16,492737.80520000006
KO,2025-06-17,-123991.86499999999
KO,2025-06-18,-230866.75469999993
KO,2025-06-20,-245336.84739999985
KO,2025-06-23,213155.69069999992
KO,2025-06-24,622948.4352
KO,2025-06-25,549857.2468999999
KO,2025-06-26,547342.8795999999
KO,2025-06-27,583372.5788999998
KO,2025-06-30,652897.6533000001
KO,2025-07-01,1069111.3098
KO,2025-07-02,1244682.0136
KO,2025-07-03,1032244.5762999998
KO,2025-07-07,1038730.4687
KO,2025-07-08,578829.8703999999
KO,2025-07-09,527395.8644999999
KO,2025-07-10,504679.85660000006
KO,2025-07-11,428414.8226999999
KO,2025-07-14,364730.78890000004
KO,2025-07-15,307658.6070000001
KO,2025-07-16,203976.2572000001
KO,2025-07-17,511203.5430999999
KO,2025-07-18,821283.1994999999
KO,2025-07-21,576771.0929999999
KO,2025-07-22,130281.54209999996
KO,2025-07-23,683132.5022000002
KO,2025-07-24,714969.4672999999
KO,2025-07-25,248186.4347000001
KO,2025-07-28,394216.1547999999
KO,2025-07-29,372003.10770000005
KO,2025-07-30,816009.9613999999
KO,2025-07-31,153575.6370000001
KO,2025-08-01,671970.9776999999
KO,2025-08-04,532086.0127000001
KO,2025-08-05,607952.9911999998
KO,2025-08-06,721167.4267000002
KO,2025-08-07,827022.2382
KO,2025-08-08,1551507.0616
KO,2025-08-11,1104965.5191
KO,2025-08-12,1328955.6438999998
KO,2025-08-13,1259283.6910999997
KO,2025-08-14,1184443.9507000002
KO,2025-08-15,881844.4595000001
KO,2025-08-18,695557.1558999999
KO,2025-08-19,610944.2772000001
KO,2025-08-20,1220739.6299
KO,2025-08-21,1018899.46
KO,2025-08-22,1420781.6328
KO,2025-08-25,759737.8362
KO,2025-08-26,390583.1024
KO,2025-08-27,392662.9679999999
KO,2025-08-28,445238.33420000016
KO,2025-08-29,437040.40650000004
KO,2025-09-02,970325.0481000002
KO,2025-09-03,863755.0277
KO,2025-09-04,950643.3327999997
KO,2025-09-05,288492.23690000013
KO,2025-09-08,276186.88250000007
KO,2025-09-09,134236.87140000006
KO,2025-09-10,315256.3792000001
KO,2025-09-11,608946.3096999999
KO,2025-09-12,136440.00280000013
KO,2025-09-15,-446831.6840000001
KO,2025-09-16,-407298.3866000001
KO,2025-09-17,-174706.1176
KO,2025-09-18,4616.8574999999255
KO,2025-09-19,-396766.2161000001
KO,2025-09-22,-20912.710500000045
KO,2025-09-23,-32287.887800000142
KO,2025-09-24,167965.03460000013
KO,2025-09-25,434063.4447000001
KO,2025-09-26,230784.6043
KO,2025-09-29,27561.756700000027
KO,2025-09-30,147899.36400000006
KO,2025-10-01,620348.3947000001
KO,2025-10-02,267216.7211999998
KO,2025-10-03,490123.2244999998
KO,2025-10-06,479368.0554999998
KO,2025-10-07,355779.1842
KO,2025-10-08,761702.1940000001
KO,2025-10-09,451172.9758999997
KO,2025-10-10,706130.5310999998
KO,2025-10-13,407400.11749999993
KO,2025-10-14,810433.5138000001
KO,2025-10-15,816587.0210000002
KO,2025-10-16,1222102.8565999998
KO,2025-10-17,1381191.896
KO,2025-10-20,1000382.4948000001
KO,2025-10-21,1591966.3035000002
KO,2025-10-22,1759319.2783
KO,2025-10-23,1858827.5714
KO,2025-10-24,1647252.4877000002
KO,2025-10-27,1189600.8577999999
KO,2025-10-28,1421901.2057000003
KO,2025-10-29,1267981.6227000002
KO,2025-10-30,1161137.3538999998
KO,2025-10-31,915531.1431
KO,2025-11-03,845275.8400999999
KO,2025-11-04,900455.1907999997
KO,2025-11-05,1219207.2825
KO,2025-11-06,1223499.4512999998
KO,2025-11-07,1907860.0496999999
KO,2025-11-10,1526880.4331
KO,2025-11-11,1905800.0823999997
KO,2025-11-12,2252914.9181999997
KO,2025-11-13,2039174.7851999998
KO,2025-11-14,2358688.1679
KO,2025-11-17,1907883.8875000002
KO,2025-11-18,1830476.6411
KO,2025-11-19,1913250.5013000001
KO,2025-11-20,1693554.4515000002
KO,2025-11-21,2347561.4424
KO,2025-11-24,1408256.4749999999
KO,2025-11-25,1500494.8004
KO,2025-11-26,1605202.9730999998
KO,2025-11-28,2358033.6998
KO,2025-12-01,1468582.2948999999
KO,2025-12-02,767644.2309999999
KO,2025-12-03,1058624.8526
KO,2025-12-04,1222597.1798999999
KO,2025-12-05,717868.101
KO,2025-12-08,469662.1159000001
KO,2025-12-09,929878.304
KO,2025-12-10,805992.9946000001
KO,2025-12-11,725291.6966000001
KO,2025-12-12,696504.1778999998
KO,2025-12-15,1236746.2902
KO,2025-12-16,1471206.5312999997
KO,2025-12-17,1422735.8569999998
KO,2025-12-18,1405675.0887000002
KO,2025-12-19,1077493.3686000002
KO,2025-12-22,558195.5241
KO,2025-12-23,619519.6850999999
KO,2025-12-24,563695.2416000001
KO,2025-12-26,593628.5818
KO,2025-12-29,740152.2890999999
KO,2025-12-30,844366.6632000001
KO,2025-12-31,914254.8054000002
KO,2026-01-02,389724.50839999993
KO,2026-01-05,124921.13990000007
KO,2026-01-06,133545.8029
KO,2026-01-07,25988.762600000016
KO,2026-01-08,73634.07779999985
KO,2026-01-09,693447.4492999997
KO,2026-01-12,1088034.5893
KO,2026-01-13,1217396.8114999998
KO,2026-01-14,1519631.9023999998
KO,2026-01-15,1866628.2053
KO,2026-01-16,1417413.3824
KO,2026-01-20,795867.1536000001
KO,2026-01-21,1483941.349
KO,2026-01-22,1454082.2738
KO,2026-01-23,1819052.2645
KO,2026-01-26,1449215.8097
KO,2026-01-27,1362853.4016000002
KO,2026-01-28,1741211.5984
KO,2026-01-29,1532833.1009
KO,2026-01-30,1699861.3456000001
KO,2026-02-02,1364347.8846999998
KO,2026-02-03,1480424.4959
KO,2026-02-04,1254266.025
KO,2026-02-05,1226951.401
KO,2026-02-06,1069173.4827999999
KO,2026-02-09,1001944.6117
KO,2026-02-10,1005191.0896000001
KO,2026-02-11,1016958.0728000002
KO,2026-02-12,1188841.9296
KO,2026-02-13,958216.8943999999
KO,2026-02-17,751857.5387
KO,2026-02-18,681974.3476
KO,2026-02-19,810048.1602
KO,2026-02-20,603554.9137000002
KO,2026-02-23,691685.2646999999
KO,2026-02-24,742977.7227
KO,2026-02-25,757092.1533
KO,2026-02-26,952725.4262999999
KO,2026-02-27,1017587.2485
KO,2026-03-02,870570.9833
KO,2026-03-03,767273.6109
KO,2026-03-04,587457.6241000001
KO,2026-03-05,98275.17320000008
KO,2026-03-06,157118.47160000005
KO,2026-03-09,369231.0906
KO,2026-03-10,434050.3128000002
KO,2026-03-11,371616.926
KO,2026-03-12,456939.9400000002
KO,2026-03-13,220526.13929999992
KO,2026-03-16,260937.2612999999
KO,2026-03-17,149184.24080000003
KO,2026-03-18,-299206.27190000005
